protein_name,trimester,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
NACA,Third,log2rfu,Control,PPROM,260,4,4.084332113314572,4.4203771791420355e-5,8.840754358284071e-5,****
SHC1,Third,log2rfu,Control,PPROM,260,4,4.081740326457546,4.469972359365725e-5,8.93994471873145e-5,****
SIRT2,Third,log2rfu,Control,PPROM,260,4,4.078986552921957,4.523245289401435e-5,9.04649057880287e-5,****
XPNPEP1,Third,log2rfu,Control,PPROM,260,4,4.078743572904111,4.5279746403833114e-5,9.055949280766623e-5,****
ECM1,Second,log2rfu,Control,sPTD,306,62,4.168485243243384,3.066306088062876e-5,9.198918264188628e-5,****
AIF1,Third,log2rfu,Control,PPROM,260,4,4.0742889392435995,4.615514957915055e-5,9.23102991583011e-5,****
MDM2,Third,log2rfu,Control,PPROM,260,4,4.073479005850778,4.631602834190522e-5,9.263205668381044e-5,****
DSC3,Third,log2rfu,Control,PPROM,260,4,-4.073155032493651,4.638052861814041e-5,9.276105723628082e-5,****
BTK,Third,log2rfu,Control,PPROM,260,4,4.071049205672318,4.6801861169273195e-5,9.360372233854639e-5,****
CHST2,Third,log2rfu,Control,PPROM,260,4,4.0700772856009335,4.69975440788285e-5,9.3995088157657e-5,****
MRC2,Third,log2rfu,Control,PPROM,260,4,-4.069348345547395,4.714481509957041e-5,9.428963019914082e-5,****
CRP,Third,log2rfu,PPROM,sPTD,4,62,-4.065546026195932,4.7920135605855635e-5,9.584027121171127e-5,****
FCRL3,Third,log2rfu,Control,PPROM,260,4,-4.063678811797653,4.8305285307989025e-5,9.661057061597805e-5,****
PTH,Third,log2rfu,Control,PPROM,260,4,-4.062949871744114,4.845643853145317e-5,9.691287706290633e-5,****
FCAR,Third,log2rfu,Control,PPROM,260,4,-4.0608440449227805,4.889562619365354e-5,9.779125238730708e-5,****
DKK1,Third,log2rfu,PPROM,sPTD,4,62,4.059740946605655,4.912718996072316e-5,9.825437992144632e-5,****
ERBB2,Second,log2rfu,Control,sPTD,306,62,4.1463192637991915,3.3786264170454024e-5,1.0135879251136208e-4,***
TGM3,Third,log2rfu,Control,sPTD,260,62,-4.14168474159618,3.447640141918512e-5,1.0342920425755536e-4,***
RELT,Third,log2rfu,Control,PPROM,260,4,-4.046346237191297,5.2023269335684716e-5,1.0404653867136943e-4,***
PCNA,Third,log2rfu,Control,PPROM,260,4,-4.046346237191297,5.2023269335684716e-5,1.0404653867136943e-4,***
TF,Third,log2rfu,Control,PPROM,260,4,-4.045941270494886,5.2113298100257546e-5,1.0422659620051509e-4,***
ETHE1,Third,log2rfu,Control,PPROM,260,4,-4.0453743171199115,5.2239586440749754e-5,1.0447917288149951e-4,***
BDNF,Third,log2rfu,Control,PPROM,260,4,4.035493129727503,5.448773411391295e-5,1.089754682278259e-4,***
CRK,Third,log2rfu,Control,PPROM,260,4,4.031281476084838,5.5473559535748656e-5,1.1094711907149731e-4,***
LSAMP,Third,log2rfu,Control,PPROM,260,4,-4.0300665759956065,5.5761057400479366e-5,1.1152211480095873e-4,***
TEC,Third,log2rfu,Control,PPROM,260,4,4.028851675906376,5.6049966343041656e-5,1.1209993268608331e-4,***
NXPH1,Third,log2rfu,Control,PPROM,260,4,-4.028689689227813,5.60885944989171e-5,1.121771889978342e-4,***
DMP1,Third,log2rfu,Control,PPROM,260,4,-4.0285277025492485,5.61272478715251e-5,1.122544957430502e-4,***
EPHA3,Third,log2rfu,Control,PPROM,260,4,-4.027636775817146,5.634029286067657e-5,1.1268058572135315e-4,***
CSK,Third,log2rfu,Control,PPROM,260,4,4.026826842424326,5.653463463518345e-5,1.130692692703669e-4,***
PRKACA,Third,log2rfu,Control,PPROM,260,4,4.026340882388633,5.665154431449454e-5,1.1330308862898909e-4,***
CNTF,Second,log2rfu,PPROM,sPTD,4,62,-4.0259365903568956,5.6748981209264324e-5,1.1349796241852865e-4,***
AMHR2,Third,log2rfu,Control,sPTD,260,62,4.110353076562,3.950545830479463e-5,1.185163749143839e-4,***
MAPK14,Third,log2rfu,Control,PPROM,260,4,4.010142214532226,6.0682187459935534e-5,1.2136437491987107e-4,***
CAMK2B,Second,log2rfu,Control,PPROM,306,4,-4.0099073017171625,6.074258987726809e-5,1.2148517975453619e-4,***
CAMK2D,Second,log2rfu,Control,PPROM,306,4,-4.0099073017171625,6.074258987726809e-5,1.2148517975453619e-4,***
CNTF,Third,log2rfu,Control,PPROM,260,4,-4.009818241175098,6.076550462238211e-5,1.2153100924476421e-4,***
CAMK2A,Second,log2rfu,Control,PPROM,306,4,-4.0086391463402755,6.106965120780206e-5,1.2213930241560412e-4,***
CHL1,Third,log2rfu,Control,PPROM,260,4,-4.008279367728739,6.11627424465727e-5,1.223254848931454e-4,***
JAG2,Third,log2rfu,Control,PPROM,260,4,-4.007550427675201,6.135176471751036e-5,1.2270352943502072e-4,***
ECM1,Second,log2rfu,PPROM,sPTD,4,62,4.006310640127662,6.167452634329404e-5,1.2334905268658808e-4,***
MATK,Third,log2rfu,Control,PPROM,260,4,-4.005849567550277,6.179496982672384e-5,1.2358993965344767e-4,***
PCSK7,Second,log2rfu,Control,PPROM,306,4,-4.005166816141656,6.197373035952065e-5,1.239474607190413e-4,***
PTN,Second,log2rfu,Control,PPROM,306,4,-3.9998828354046254,6.337385134445787e-5,1.2674770268891573e-4,***
KLRF1,Third,log2rfu,Control,PPROM,260,4,-3.996049373497151,6.440830653486423e-5,1.2881661306972847e-4,***
DSC3,Second,log2rfu,Control,PPROM,306,4,-3.9947498255457967,6.476260077424642e-5,1.2952520154849284e-4,***
ROBO3,Third,log2rfu,Control,PPROM,260,4,-3.9926476532473054,6.533962161522325e-5,1.306792432304465e-4,***
PTK6,Second,log2rfu,PPROM,sPTD,4,62,-3.991772899217118,6.55811617614532e-5,1.311623235229064e-4,***
BMX,Third,log2rfu,Control,PPROM,260,4,3.9899748730509983,6.608029522269505e-5,1.321605904453901e-4,***
FYN,Second,log2rfu,Control,PPROM,306,4,-3.9893752622818464,6.624754549107284e-5,1.3249509098214567e-4,***
CD70,Third,log2rfu,Control,PPROM,260,4,-3.988678979622486,6.644226327325352e-5,1.3288452654650705e-4,***
BMPR1A,Third,log2rfu,Control,sPTD,260,62,-4.081564082322804,4.473363975887752e-5,1.3420091927663255e-4,***
LIN7B,Second,log2rfu,Control,PPROM,306,4,-3.9845743883550595,6.760117846829374e-5,1.3520235693658748e-4,***
COMMD7,Third,log2rfu,Control,PPROM,260,4,3.983819379265564,6.781642449052525e-5,1.356328489810505e-4,***
PA2G4,Second,log2rfu,Control,PPROM,306,4,3.980226427062875,6.884965769779215e-5,1.376993153955843e-4,***
HDAC8,Third,log2rfu,Control,PPROM,260,4,3.9783928255336676,6.938267336283295e-5,1.387653467256659e-4,***
FSTL3,Third,log2rfu,Control,PPROM,260,4,-3.974100178551719,7.064582605170932e-5,1.4129165210341864e-4,***
ERP29,Third,log2rfu,Control,PPROM,260,4,-3.9736952118553086,7.076610786265406e-5,1.4153221572530813e-4,***
ERP29,Second,log2rfu,Control,PPROM,306,4,-3.9680581742798866,7.246064782975374e-5,1.449212956595075e-4,***
PDPK1,Second,log2rfu,Control,PPROM,306,4,-3.9656426402286726,7.319846208994892e-5,1.4639692417989784e-4,***
RPS6KA3,Third,log2rfu,Control,PPROM,260,4,3.965271904569977,7.331232869355656e-5,1.4662465738711313e-4,***
NCAM1,Second,log2rfu,Control,sPTD,306,62,-4.053938725779005,5.0362413091984125e-5,1.5108723927595238e-4,***
NMT1,Third,log2rfu,Control,PPROM,260,4,3.9557956838739785,7.628033509649039e-5,1.5256067019298077e-4,***
HTRA2,Third,log2rfu,Control,PPROM,260,4,3.9547427704633127,7.661703887583341e-5,1.5323407775166682e-4,***
MICB,Third,log2rfu,Control,PPROM,260,4,-3.9528799236598253,7.7216190739205e-5,1.5443238147841e-4,***
FGR,Second,log2rfu,Control,PPROM,306,4,-3.952538368000839,7.73265255912356e-5,1.546530511824712e-4,***
IL24,Second,log2rfu,Control,PPROM,306,4,-3.9525081738251986,7.733628657186328e-5,1.5467257314372656e-4,***
C7,Second,log2rfu,PPROM,sPTD,4,62,-4.047307069495396,5.1810254582090415e-5,1.5543076374627124e-4,***
CAMK2B,Third,log2rfu,Control,PPROM,260,4,3.9451855564280316,7.973820696311201e-5,1.5947641392622403e-4,***
AIF1,Second,log2rfu,Control,PPROM,306,4,3.9447482706856745,7.988385149238456e-5,1.5976770298476911e-4,***
ERBB3,Third,log2rfu,Control,PPROM,260,4,-3.9428367495888526,8.052346944585719e-5,1.6104693889171438e-4,***
GP1BA,Third,log2rfu,Control,PPROM,260,4,-3.9378961558926484,8.21991515605867e-5,1.643983031211734e-4,***
LYN,Third,log2rfu,Control,PPROM,260,4,3.9366002624641356,8.264410019765179e-5,1.6528820039530358e-4,***
JAG2,Second,log2rfu,Control,PPROM,306,4,-3.9359919597500257,8.285374679760691e-5,1.6570749359521382e-4,***
BMX,Second,log2rfu,Control,PPROM,306,4,3.9351465228321008,8.3145954625277e-5,1.66291909250554e-4,***
RET,Third,log2rfu,Control,PPROM,260,4,-3.933279535553573,8.37946941446105e-5,1.67589388289221e-4,***
RPS6KA3,Second,log2rfu,Control,PPROM,306,4,-3.927597978922058,8.579847174084838e-5,1.7159694348169676e-4,***
PLCG1,Second,log2rfu,PPROM,sPTD,4,62,3.9203925913463484,8.840483169277693e-5,1.7680966338555387e-4,***
CCL28,Second,log2rfu,PPROM,sPTD,4,62,3.9190841946643986,8.888606306406264e-5,1.7777212612812528e-4,***
CAMK2D,Third,log2rfu,Control,PPROM,260,4,3.9130312007330628,9.11447527935813e-5,1.822895055871626e-4,***
FER,Third,log2rfu,Control,PPROM,260,4,3.9076856403404485,9.31844387153553e-5,1.863688774307106e-4,***
ASAH2,Third,log2rfu,Control,PPROM,260,4,-3.9051748468227054,9.415728216308714e-5,1.8831456432617428e-4,***
NCK1,Third,log2rfu,Control,PPROM,260,4,-3.900153259787219,9.613181443918008e-5,1.9226362887836017e-4,***
CDON,Second,log2rfu,Control,PPROM,306,4,-3.8987021528344155,9.670964398064504e-5,1.9341928796129008e-4,***
PYY,Third,log2rfu,Control,PPROM,260,4,-3.8975614729301937,9.716616221883252e-5,1.9433232443766504e-4,***
PCSK9,Second,log2rfu,Control,sPTD,306,62,3.992945327276651,6.525761900311564e-5,1.9577285700934693e-4,***
UFM1,Third,log2rfu,Control,PPROM,260,4,3.8948076993946046,9.827666559878002e-5,1.9655333119756005e-4,***
NCK1,Second,log2rfu,Control,PPROM,306,4,-3.8928142885845824,9.908800516576702e-5,1.9817601033153404e-4,***
METAP1,Third,log2rfu,Control,PPROM,260,4,3.8925398858947076,9.920018387485798e-5,1.9840036774971596e-4,***
PRL,Third,log2rfu,Control,PPROM,260,4,-3.875207311288352,1.065339619541041e-4,2.130679239082082e-4,***
CHST6,Third,log2rfu,Control,PPROM,260,4,-3.8748833379312235,1.0667579308559473e-4,2.1335158617118947e-4,***
CAMK1,Second,log2rfu,PPROM,sPTD,4,62,3.8728541785688697,1.0756819234294331e-4,2.1513638468588663e-4,***
PPIE,Second,log2rfu,Control,PPROM,306,4,3.872644579256949,1.0766077184394252e-4,2.1532154368788503e-4,***
ERBB4,Third,log2rfu,Control,PPROM,260,4,-3.8722915510741984,1.0781687349942276e-4,0.00021563374699884553,***
C3,Second,log2rfu,PPROM,sPTD,4,62,3.8714004044778156,1.0821187031205934e-4,2.1642374062411869e-4,***
CAMK2A,Third,log2rfu,Control,PPROM,260,4,3.865650097253071,1.1079368531904864e-4,2.2158737063809729e-4,***
IL22RA1,Second,log2rfu,Control,PPROM,306,4,3.8637372974430986,1.1166531153492809e-4,2.2333062306985617e-4,***
IDS,Third,log2rfu,PPROM,sPTD,4,62,-3.9613863124046853,7.451585972634941e-5,2.2354757917904825e-4,***
PCNA,Second,log2rfu,Control,PPROM,306,4,-3.862016229431609,1.1245509397390307e-4,2.2491018794780615e-4,***
C3,Third,log2rfu,Control,PPROM,260,4,-3.857550763324868,1.145288982892243e-4,2.290577965784486e-4,***
C2,Third,log2rfu,PPROM,sPTD,4,62,3.944800370718181,7.986648561380036e-5,2.395994568414011e-4,***
BMP10,Third,log2rfu,PPROM,sPTD,4,62,-3.842796829346179,1.2164016174894984e-4,2.4328032349789968e-4,***
CD70,Second,log2rfu,Control,PPROM,306,4,-3.8427523453731802,1.2166221885080899e-4,2.4332443770161798e-4,***
ESAM,Second,log2rfu,Control,PPROM,306,4,3.8402160346194054,1.2292608802477563e-4,2.4585217604955126e-4,***
LCK,Second,log2rfu,PPROM,sPTD,4,62,3.836655203701616,1.24721386163672e-4,2.49442772327344e-4,***
ASGR1,Third,log2rfu,Control,PPROM,260,4,-3.8330907748616925,1.265432309161774e-4,2.530864618323548e-4,***
DAPK2,Third,log2rfu,Control,PPROM,260,4,3.8304179946653854,1.2792576259606798e-4,2.5585152519213596e-4,***
GP1BA,Second,log2rfu,Control,PPROM,306,4,-3.8269305973377308,1.297510785948129e-4,2.595021571896258e-4,***
ALCAM,Third,log2rfu,Control,PPROM,260,4,-3.8256393876477452,1.304331069640789e-4,2.608662139281578e-4,***
SHC1,Second,log2rfu,Control,PPROM,306,4,-3.812920499840692,1.3733429777846941e-4,2.7466859555693883e-4,***
PYY,Second,log2rfu,PPROM,sPTD,4,62,-3.8110687796990588,1.3836725864500594e-4,2.767345172900119e-4,***
OLR1,Second,log2rfu,PPROM,sPTD,4,62,-3.910070795299862,9.226907432763406e-5,2.7680722298290217e-4,***
RASA1,Third,log2rfu,PPROM,sPTD,4,62,-3.801663693963649,1.4372773183795104e-4,2.874554636759021e-4,***
BMPER,Third,log2rfu,Control,PPROM,260,4,-3.8010174125060057,1.4410317393664306e-4,2.882063478732861e-4,***
NMT1,Second,log2rfu,Control,sPTD,306,62,3.9002128365818978,9.610816081912728e-5,2.8832448245738184e-4,***
IL22RA1,Third,log2rfu,Control,PPROM,260,4,3.774127623864369,1.60568550267305e-4,3.2113710053461e-4,***
BCAM,Second,log2rfu,Control,PPROM,306,4,3.772883022941826,1.613719591524876e-4,3.227439183049752e-4,***
CD22,Third,log2rfu,Control,PPROM,260,4,3.771859810364472,1.6203529007410036e-4,3.240705801482007e-4,***
EDA,Third,log2rfu,Control,PPROM,260,4,-3.771292856989498,1.624039398779447e-4,3.248078797558894e-4,***
ROBO3,Second,log2rfu,Control,PPROM,306,4,-3.7694408869188467,1.6361365224229217e-4,3.2722730448458433e-4,***
FER,Second,log2rfu,Control,PPROM,306,4,-3.7588729254447872,0.00017068049294117268,3.4136098588234535e-4,***
EPHA3,Second,log2rfu,Control,PPROM,306,4,-3.755672342826929,1.7287674777770768e-4,3.4575349555541536e-4,***
MAPKAPK3,Third,log2rfu,Control,PPROM,260,4,3.7548512091152446,1.7344448277284866e-4,3.468889655456973e-4,***
ACE2,Second,log2rfu,Control,PPROM,306,4,-3.751022439778343,1.7611493530021898e-4,3.5222987060043795e-4,***
PARK7,Third,log2rfu,Control,PPROM,260,4,-3.7436741282943236,1.8134882246916904e-4,3.626976449383381e-4,***
ING1,Second,log2rfu,Control,PPROM,306,4,-3.7369217597543836,1.8628685800327495e-4,3.725737160065499e-4,***
FSTL3,Second,log2rfu,Control,PPROM,306,4,-3.7361970995390195,1.868242505897102e-4,3.736485011794204e-4,***
ABL2,Second,log2rfu,PPROM,sPTD,4,62,3.7325649787821225,1.895397798606975e-4,3.79079559721395e-4,***
PDE9A,Third,log2rfu,Control,PPROM,260,4,-3.729743273937813,1.916749661818356e-4,3.833499323636712e-4,***
LBP,Third,log2rfu,Control,PPROM,260,4,-3.725369633616583,1.9502922669744848e-4,3.9005845339489697e-4,***
PLCG1,Third,log2rfu,Control,sPTD,260,62,-3.8240092270343973,1.3129899773426428e-4,3.938969932027928e-4,***
PIGR,Second,log2rfu,Control,sPTD,306,62,-3.8223397878073384,1.321913642206082e-4,3.9657409266182457e-4,***
PDE4D,Second,log2rfu,Control,sPTD,306,62,3.7184785535427967,2.004263047731083e-4,4.008526095462166e-4,***
PTN,Third,log2rfu,Control,PPROM,260,4,-3.7182422197597633,2.0061386633364034e-4,4.0122773266728067e-4,***
ESAM,Third,log2rfu,Control,PPROM,260,4,3.7178372530633537,2.0093564344523163e-4,4.0187128689046325e-4,***
PA2G4,Third,log2rfu,Control,PPROM,260,4,3.716784339652687,2.0177453464346312e-4,4.0354906928692625e-4,***
SPHK2,Second,log2rfu,Control,PPROM,306,4,-3.712675836715327,2.050794862398615e-4,4.10158972479723e-4,***
XPNPEP1,Second,log2rfu,PPROM,sPTD,4,62,-3.8132494408356403,1.3715156335153067e-4,4.1145469005459203e-4,***
IDE,Third,log2rfu,Control,PPROM,260,4,3.7065791789031506,2.1007757848159482e-4,4.2015515696318964e-4,***
WNT7A,Third,log2rfu,Control,PPROM,260,4,-3.7050403054567913,2.1135712135053532e-4,4.2271424270107064e-4,***
STAB2,Third,log2rfu,Control,PPROM,260,4,3.698074878278536,2.172408120643453e-4,4.344816241286906e-4,***
BTK,Second,log2rfu,Control,PPROM,306,4,3.697790108124723,2.1748459884270358e-4,4.3496919768540716e-4,***
TNFSF15,Third,log2rfu,Control,PPROM,260,4,-3.6962120314750497,2.188402251689482e-4,4.376804503378964e-4,***
PTK6,Third,log2rfu,Control,PPROM,260,4,-3.695402098082229,2.1953906484601786e-4,4.3907812969203573e-4,***
HRG,Third,log2rfu,Control,PPROM,260,4,3.6937012379573066,2.2101345362418652e-4,4.4202690724837304e-4,***
RAN,Second,log2rfu,PPROM,sPTD,4,62,-3.690841662368862,2.2351324484790147e-4,4.4702648969580295e-4,***
MATN2,Third,log2rfu,Control,PPROM,260,4,-3.680013363618642,2.3322173116972918e-4,4.6644346233945836e-4,***
MATK,Second,log2rfu,Control,PPROM,306,4,-3.675325641448436,2.3754622757772968e-4,4.7509245515545937e-4,***
CBX5,Third,log2rfu,Control,PPROM,260,4,-3.662923769030132,2.4935276270906365e-4,4.987055254181273e-4,***
FGR,Third,log2rfu,Control,PPROM,260,4,-3.661789862280184,2.5045926598327807e-4,5.009185319665561e-4,***
KYNU,Third,log2rfu,Control,PPROM,260,4,3.658712115387466,2.534858904761573e-4,5.069717809523146e-4,***
TGM3,Third,log2rfu,Control,PPROM,260,4,-3.656201321869723,2.55980347796797e-4,5.11960695593594e-4,***
NANOG,Second,log2rfu,Control,sPTD,306,62,-3.7568132388565667,1.7209082863990784e-4,5.162724859197235e-4,***
TNFSF15,Second,log2rfu,Control,sPTD,306,62,-3.7501754114142454,1.767109124627502e-4,5.301327373882506e-4,***
PPIB,Second,log2rfu,Control,PPROM,306,4,3.6430178735134544,2.6946011941458056e-4,5.389202388291611e-4,***
ERBB4,Second,log2rfu,Control,PPROM,306,4,-3.641719523960927,2.7082304533665365e-4,5.416460906733073e-4,***
FCRL3,Second,log2rfu,Control,PPROM,306,4,-3.6058186491247644,3.111703976515969e-4,6.223407953031938e-4,***
EPHB2,Third,log2rfu,Control,PPROM,260,4,-3.587842943515684,3.334250238275837e-4,6.668500476551674e-4,***
TFPI,Third,log2rfu,PPROM,sPTD,4,62,3.685727961574984,2.2804984832623963e-4,6.841495449787188e-4,***
CD109,Third,log2rfu,Control,sPTD,260,62,-3.68555940517557,2.2820084377100507e-4,6.846025313130152e-4,***
LRIG3,Third,log2rfu,Control,PPROM,260,4,-3.573183149105635,3.5266791305337426e-4,7.053358261067485e-4,***
NMT1,Second,log2rfu,Control,PPROM,306,4,3.572212531637255,3.539779516687513e-4,7.079559033375026e-4,***
SGTA,Third,log2rfu,Control,PPROM,260,4,3.5687285154451227,3.5871789744011163e-4,7.174357948802233e-4,***
CKAP2,Second,log2rfu,PPROM,sPTD,4,62,3.5669801098110283,3.6111887873993987e-4,7.222377574798797e-4,***
ACE2,Third,log2rfu,Control,PPROM,260,4,-3.559576268106253,3.714536486656113e-4,7.429072973312226e-4,***
CHST6,Second,log2rfu,Control,PPROM,306,4,-3.556602142831287,3.756824509168953e-4,7.513649018337906e-4,***
C5,Second,log2rfu,PPROM,sPTD,4,62,3.5472087821726883,3.893359188619663e-4,7.786718377239326e-4,***
PDE5A,Second,log2rfu,PPROM,sPTD,4,62,-3.543428969535947,3.949596890394552e-4,7.899193780789104e-4,***
TNFSF15,Second,log2rfu,Control,PPROM,306,4,-3.5418673851188838,3.973051641884889e-4,7.946103283769778e-4,***
RAC1,Second,log2rfu,Control,PPROM,306,4,3.533141268358875,4.1065297624890887e-4,8.213059524978177e-4,***
PLCG1,Third,log2rfu,Control,PPROM,260,4,-3.5324434994467704,4.117381996254961e-4,8.234763992509923e-4,***
TEC,Second,log2rfu,PPROM,sPTD,4,62,-3.5252567933977677,4.2307245775426866e-4,8.461449155085373e-4,***
CHL1,Second,log2rfu,PPROM,sPTD,4,62,3.620624373770935,2.9389293191026177e-4,8.816787957307853e-4,***
CAPG,Third,log2rfu,Control,PPROM,260,4,-3.5134100647154916,4.423941493509666e-4,8.847882987019332e-4,***
LY86,Second,log2rfu,PPROM,sPTD,4,62,3.5072299946686933,4.5279760676826867e-4,9.055952135365373e-4,***
LRIG3,Second,log2rfu,PPROM,sPTD,4,62,-3.4979258404859457,4.6889149395002843e-4,9.377829879000569e-4,***
OMD,Third,log2rfu,Control,PPROM,260,4,-3.496725436823392,4.710063339826903e-4,9.420126679653806e-4,***
UFC1,Third,log2rfu,Control,PPROM,260,4,3.4929997432164184,4.7762696833065815e-4,9.552539366613163e-4,***
HTRA2,Second,log2rfu,Control,PPROM,306,4,-3.485434470847406,4.913385508490416e-4,9.826771016980833e-4,***
IDUA,Second,log2rfu,Control,PPROM,306,4,-3.5918387458033654,3.283530118870177e-4,9.85059035661053e-4,***
ROBO2,Second,log2rfu,PPROM,sPTD,4,62,-3.5847161537218915,3.374449965257566e-4,0.0010123349895772699,**
TFF3,Third,log2rfu,Control,PPROM,260,4,-3.476153128645754,5.08661761462448e-4,0.001017323522924896,**
PSME3,Second,log2rfu,Control,PPROM,306,4,-3.5736618520679837,3.520234805179186e-4,0.001056070441553756,**
LYVE1,Second,log2rfu,Control,PPROM,306,4,-3.4595580623237803,5.410626118598902e-4,0.0010821252237197803,**
GOT1,Third,log2rfu,Control,PPROM,260,4,3.4569577072359117,5.463105812726071e-4,0.0010926211625452143,**
CNDP1,Second,log2rfu,Control,PPROM,306,4,3.564060104214409,3.651622823043506e-4,0.001095486846913052,**
PDE4D,Second,log2rfu,Control,PPROM,306,4,-3.263688444945996,0.0010997202333274674,0.0010997202333274674,**
GDF2,Third,log2rfu,PPROM,sPTD,4,62,3.560172383008146,3.7061142557768336e-4,0.00111183427673305,**
ASGR1,Second,log2rfu,Control,PPROM,306,4,-3.554458356360835,3.7875848804553474e-4,0.0011362754641366041,**
MICB,Second,log2rfu,Control,PPROM,306,4,-3.4426795181409253,5.759814415357948e-4,0.0011519628830715897,**
PDE4D,Third,log2rfu,Control,PPROM,260,4,-3.5437825669462555,3.9443039078917286e-4,0.0011832911723675186,**
IDUA,Third,log2rfu,Control,PPROM,260,4,-3.5377080665001026,4.0361604295760853e-4,0.0012108481288728257,**
HRG,Second,log2rfu,Control,sPTD,306,62,3.527480876109108,4.195340661674044e-4,0.001258602198502213,**
CAMK1D,Third,log2rfu,Control,PPROM,260,4,-3.4144362041128424,6.391415939876248e-4,0.0012782831879752496,**
MAPK14,Second,log2rfu,Control,PPROM,306,4,3.218940676647264,0.0012866510084134106,0.0012866510084134106,**
TSLP,Second,log2rfu,Control,PPROM,306,4,-3.4106434977867046,6.48097704374157e-4,0.001296195408748314,**
CD5L,Second,log2rfu,PPROM,sPTD,4,62,-3.5120274491691723,4.4470206621117874e-4,0.001334106198633536,**
COMMD7,Second,log2rfu,Control,PPROM,306,4,-3.511099520141551,4.4625729902123863e-4,0.001338771897063716,**
SHBG,Second,log2rfu,Control,PPROM,306,4,3.20052222950676,0.0013717878730063863,0.0013717878730063863,**
CD5L,Second,log2rfu,Control,PPROM,306,4,3.392798739983364,6.918244825016522e-4,0.0013836489650033044,**
LBP,Second,log2rfu,Control,PPROM,306,4,-3.492771655527967,4.780350914327312e-4,0.0014341052742981937,**
FGF9,Third,log2rfu,Control,PPROM,260,4,-3.4895170296272906,4.8389422532266673e-4,0.0014516826759680003,**
GCKR,Third,log2rfu,Control,PPROM,260,4,-3.1786645934628317,0.0014795518889034987,0.0014795518889034987,**
HIPK3,Third,log2rfu,Control,PPROM,260,4,-3.1760728066058066,0.0014928347967997095,0.0014928347967997095,**
IL24,Third,log2rfu,Control,PPROM,260,4,3.476315115324318,5.083545991835174e-4,0.0015250637975505522,**
DBNL,Third,log2rfu,Control,PPROM,260,4,3.470483594896012,5.19522077406746e-4,0.0015585662322202378,**
PPIE,Third,log2rfu,Control,PPROM,260,4,3.3597657000974674,7.800859933574122e-4,0.0015601719867148244,**
BST1,Third,log2rfu,Control,PPROM,260,4,-3.3588747733653648,7.826052275261939e-4,0.0015652104550523877,**
TSLP,Third,log2rfu,Control,PPROM,260,4,-3.468863728110371,5.226644917051646e-4,0.0015679934751154938,**
DKK3,Third,log2rfu,Control,PPROM,260,4,-3.46327518769991,5.336423203483609e-4,0.0016009269610450826,**
ENPP7,Third,log2rfu,Control,PPROM,260,4,-3.4537179736646304,5.529152713201638e-4,0.0016587458139604913,**
XPNPEP1,Second,log2rfu,Control,PPROM,306,4,3.3414686413950747,8.333642967047687e-4,0.0016667285934095374,**
CD5L,Third,log2rfu,Control,sPTD,260,62,-3.446650802383725,5.67581694735456e-4,0.0017027450842063679,**
HCK,Second,log2rfu,Control,PPROM,306,4,3.3338295149581114,8.565914304398721e-4,0.0017131828608797442,**
UBE2N,Second,log2rfu,PPROM,sPTD,4,62,3.328851913696321,8.720475803106873e-4,0.0017440951606213747,**
PSME3,Third,log2rfu,Control,PPROM,260,4,-3.320240950527833,8.993978577446409e-4,0.0017987957154892817,**
IDUA,Second,log2rfu,Control,sPTD,306,62,-3.319561314082266,9.015900346973355e-4,0.001803180069394671,**
TLR2,Second,log2rfu,PPROM,sPTD,4,62,3.308062944194243,9.394369233326777e-4,0.0018788738466653553,**
NXPH1,Second,log2rfu,Control,sPTD,306,62,3.4160808155553535,6.352939002685369e-4,0.0019058817008056107,**
GPNMB,Second,log2rfu,PPROM,sPTD,4,62,-3.4104086402044715,6.486561175877635e-4,0.0019459683527632905,**
UFC1,Second,log2rfu,PPROM,sPTD,4,62,-3.294397467738332,9.863292096672902e-4,0.0019726584193345805,**
C7,Second,log2rfu,Control,PPROM,306,4,3.2928560186144002,9.917524815578917e-4,0.0019835049631157834,**
C7,Second,log2rfu,Control,sPTD,306,62,-3.0929037916615125,0.001982083812156028,0.0019835049631157834,**
NAGK,Third,log2rfu,Control,PPROM,260,4,-3.3960507160958198,6.836569095875952e-4,0.0020509707287627854,**
HGF,Third,log2rfu,Control,PPROM,260,4,-3.3937829025959227,6.893431668782324e-4,0.002068029500634697,**
HGF,Third,log2rfu,PPROM,sPTD,4,62,3.3216665415562145,8.948156342092906e-4,0.002068029500634697,**
SHBG,Third,log2rfu,Control,PPROM,260,4,3.0796907328601826,0.002072156428102791,0.002072156428102791,**
DAPK2,Second,log2rfu,Control,PPROM,306,4,3.386971264084811,7.066878936281446e-4,0.0021200636808844336,**
FGF23,Third,log2rfu,Control,PPROM,260,4,3.068108685342851,0.0021541825461779763,0.0021541825461779763,**
AGR2,Second,log2rfu,Control,sPTD,306,62,3.3801746036960916,7.243979477908535e-4,0.0021731938433725605,**
PAK6,Second,log2rfu,Control,PPROM,306,4,3.0611459147517346,0.002204916130425424,0.002204916130425424,**
SKP1,Second,log2rfu,PPROM,sPTD,4,62,3.2561632091436015,0.0011292881710411467,0.0022585763420822935,**
