protein_name,trimester,.y.,n,statistic,df,p,p_adj_bh,p_adj_by,method
PBP,Third,log2rfu,326,26.021560659549323,2,2.24e-6,3.0397204426324987e-6,2.5324074509227876e-5,Kruskal-Wallis
Laminin,Second,log2rfu,372,26.001588562061443,2,2.26e-6,3.0650756693830036e-6,2.5535310267103054e-5,Kruskal-Wallis
IL-20,Second,log2rfu,372,25.98037686329235,2,2.28e-6,3.0904013961605586e-6,2.5746300259116836e-5,Kruskal-Wallis
Vasoactive Intestinal Peptide,Second,log2rfu,372,25.843098471684016,2,2.44e-6,3.3053488372093022e-6,2.753703895216985e-5,Kruskal-Wallis
granzyme A,Second,log2rfu,372,25.83357577858783,2,2.46e-6,3.3305055200464846e-6,2.7746620630023785e-5,Kruskal-Wallis
URB,Second,log2rfu,372,25.774087901953408,2,2.53e-6,3.4232868757259e-6,2.851958709474837e-5,Kruskal-Wallis
PLCG1,Third,log2rfu,326,25.717012036562096,2,2.6e-6,3.5159605339524087e-6,2.9291656326199912e-5,Kruskal-Wallis
PDE4D,Second,log2rfu,372,25.66622484431059,2,2.67e-6,3.6085266821345705e-6,3.0062829885689212e-5,Kruskal-Wallis
Kallikrein 11,Third,log2rfu,326,25.455129473732427,2,2.97e-6,4.011652173913043e-6,3.3421290041165236e-5,Kruskal-Wallis
IL-18 BPa,Second,log2rfu,372,25.443318527698466,2,2.99e-6,4.036326767091541e-6,3.362685540414184e-5,Kruskal-Wallis
TNFSF15,Second,log2rfu,372,25.425301512167835,2,3.01e-6,4.060972785176607e-6,3.383218270647806e-5,Kruskal-Wallis
DLC8,Third,log2rfu,326,25.366109067456023,2,3.1e-6,4.1799768518518515e-6,3.4823611986986195e-5,Kruskal-Wallis
Glypican 3,Second,log2rfu,372,25.20720070428274,2,3.36e-6,4.527935222672064e-6,3.772247189040856e-5,Kruskal-Wallis
Vasoactive Intestinal Peptide,Third,log2rfu,326,25.12924732486306,2,3.49e-6,4.700404624277457e-6,3.9159323752033824e-5,Kruskal-Wallis
resistin,Second,log2rfu,372,25.108201895695174,2,3.53e-6,4.751530906990179e-6,3.958525956331375e-5,Kruskal-Wallis
TGF-b3,Second,log2rfu,372,25.083963136688226,2,3.57e-6,4.8025981524249425e-6,4.0010703531855465e-5,Kruskal-Wallis
PIGR,Third,log2rfu,326,24.918490241967334,2,3.88e-6,5.213610149942331e-6,4.34348665908448e-5,Kruskal-Wallis
FGF-10,Third,log2rfu,326,24.91695069664513,2,3.88e-6,5.213610149942331e-6,4.34348665908448e-5,Kruskal-Wallis
FGFR-2,Second,log2rfu,372,24.90422286973967,2,3.91e-6,5.250893371757925e-6,4.374547511719485e-5,Kruskal-Wallis
CAD15,Third,log2rfu,326,24.87280306520813,2,3.97e-6,5.328398617511521e-6,4.439117548845013e-5,Kruskal-Wallis
Aggrecan,Second,log2rfu,372,24.74582055670635,2,4.23e-6,5.6740932642487055e-6,4.727117618477472e-5,Kruskal-Wallis
DHH,Second,log2rfu,372,24.40410262261912,2,5.02e-6,6.729919447640967e-6,5.606732090980196e-5,Kruskal-Wallis
ERBB1,Third,log2rfu,326,24.395270136552654,2,5.04e-6,6.752846463484761e-6,5.6258327112003794e-5,Kruskal-Wallis
ETHE1,Second,log2rfu,372,24.340567415434407,2,5.18e-6,6.936436781609196e-6,5.778782792732536e-5,Kruskal-Wallis
FGF-6,Third,log2rfu,326,24.303723383231727,2,5.28e-6,7.066283744974153e-6,5.8869589963377394e-5,Kruskal-Wallis
TNF sR-II,Second,log2rfu,372,24.28847375438272,2,5.32e-6,7.115729047072331e-6,5.928152143474031e-5,Kruskal-Wallis
"gp130, soluble",Second,log2rfu,372,24.22580570858713,2,5.49e-6,7.338898450946644e-6,6.114075774233925e-5,Kruskal-Wallis
CTGF,Third,log2rfu,326,24.17590993479007,2,5.63e-6,7.521731651376148e-6,6.26639509694202e-5,Kruskal-Wallis
Granulysin,Second,log2rfu,372,24.140739137385026,2,5.73e-6,7.650945558739256e-6,6.374043898186979e-5,Kruskal-Wallis
CK2-A2:B,Second,log2rfu,372,24.117511477106518,2,5.79e-6,7.726632302405498e-6,6.437098931442104e-5,Kruskal-Wallis
CK094,Third,log2rfu,326,24.097978282708596,2,5.85e-6,7.802232398397253e-6,6.50008177805355e-5,Kruskal-Wallis
Aggrecan,Third,log2rfu,326,24.048851461732283,2,6e-6,7.997711670480549e-6,6.662936611077597e-5,Kruskal-Wallis
ARP19,Third,log2rfu,326,23.81574088130867,2,6.74e-6,8.9789594053745e-6,7.480419376990942e-5,Kruskal-Wallis
ATP synthase beta chain,Second,log2rfu,372,23.52129035467192,2,7.81e-6,1.0398457142857143e-5,8.663010577336956e-5,Kruskal-Wallis
Prekallikrein,Second,log2rfu,372,23.46371127971156,2,8.03e-6,1.0685265562535692e-5,8.901952214467356e-5,Kruskal-Wallis
C3adesArg,Third,log2rfu,326,23.441214041533726,2,8.12e-6,1.0798858447488584e-5,8.996587057919404e-5,Kruskal-Wallis
"transcription factor MLR1, isoform CRA_b",Second,log2rfu,372,23.313130723020322,2,8.66e-6,1.1510439247005135e-5,9.589408849474913e-5,Kruskal-Wallis
Siglec-9,Third,log2rfu,326,23.30131823559475,2,8.71e-6,1.1570296465222347e-5,9.63927621993399e-5,Kruskal-Wallis
TRY3,Third,log2rfu,326,23.266189192024058,2,8.87e-6,1.1776125356125356e-5,9.81075337606567e-5,Kruskal-Wallis
Prekallikrein,Third,log2rfu,326,23.197945168650563,2,9.18e-6,1.2180751708428246e-5,1.0147849766589049e-4,Kruskal-Wallis
C3a,Third,log2rfu,326,23.189791331155902,2,9.21e-6,1.2213602731929425e-5,1.0175218130968235e-4,Kruskal-Wallis
Properdin,Third,log2rfu,326,23.147594147065774,2,9.41e-6,1.2471729237770194e-5,1.0390264711404992e-4,Kruskal-Wallis
MFGM,Second,log2rfu,372,23.045389693754714,2,9.9e-6,1.3113700966458216e-5,1.09250948116373e-4,Kruskal-Wallis
SBDS,Third,log2rfu,326,23.031967635651995,2,9.97e-6,1.3198920454545455e-5,1.0996091625544649e-4,Kruskal-Wallis
IDUA,Second,log2rfu,372,22.858629409104424,2,1.09e-5,1.4421919363997729e-5,1.2014978595323083e-4,Kruskal-Wallis
Ck-b-8-1,Third,log2rfu,326,22.792985266548726,2,1.12e-5,1.4810442678774121e-5,1.2338659458667497e-4,Kruskal-Wallis
Histone H1.2,Third,log2rfu,326,22.715485242456793,2,1.17e-5,1.5462847419171864e-5,1.288218135707266e-4,Kruskal-Wallis
CKAP2,Third,log2rfu,326,22.685112737934787,2,1.19e-5,1.571825396825397e-5,1.3094961926903565e-4,Kruskal-Wallis
NCAM1,Third,log2rfu,326,22.586908606456973,2,1.25e-5,1.6501416430594902e-5,1.3747418786784282e-4,Kruskal-Wallis
SCF sR,Second,log2rfu,372,22.484665198629955,2,1.31e-5,1.72836919592299e-5,1.4399136737423907e-4,Kruskal-Wallis
G-CSF-R,Second,log2rfu,372,22.46020168567884,2,1.33e-5,1.753763440860215e-5,1.461069755791138e-4,Kruskal-Wallis
Growth hormone receptor,Second,log2rfu,372,22.345445863778878,2,1.41e-5,1.8582013574660634e-5,1.5480775458701673e-4,Kruskal-Wallis
sFRP-3,Third,log2rfu,326,22.27052448003178,2,1.46e-5,1.9230073487846244e-5,1.602067765818628e-4,Kruskal-Wallis
GDF-11,Second,log2rfu,372,22.249193958190972,2,1.47e-5,1.93399209486166e-5,1.6112192168605828e-4,Kruskal-Wallis
VEGF-C,Second,log2rfu,372,22.256563986684114,2,1.47e-5,1.93399209486166e-5,1.6112192168605828e-4,Kruskal-Wallis
PSMA,Second,log2rfu,372,22.240515214900597,2,1.48e-5,1.9460496613995488e-5,1.6212644403990024e-4,Kruskal-Wallis
GPVI,Second,log2rfu,372,22.233558153830472,2,1.49e-5,1.9580936266215455e-5,1.6312983326079926e-4,Kruskal-Wallis
calgranulin B,Third,log2rfu,326,22.103163963748557,2,1.59e-5,2.0883314543404736e-5,1.739800167408887e-4,Kruskal-Wallis
HCC-1,Second,log2rfu,372,22.076930136545798,2,1.61e-5,2.113408450704225e-5,1.7606919479646444e-4,Kruskal-Wallis
HRG,Second,log2rfu,372,22.02124815262323,2,1.65e-5,2.1634777715250425e-5,1.8024049684552628e-4,Kruskal-Wallis
TSP2,Second,log2rfu,372,22.020575313024892,2,1.65e-5,2.1634777715250425e-5,1.8024049684552628e-4,Kruskal-Wallis
Semaphorin-6A,Second,log2rfu,372,21.964096499903007,2,1.7e-5,2.2277840269966254e-5,1.8559788557816076e-4,Kruskal-Wallis
PSMA,Third,log2rfu,326,21.915906507463887,2,1.74e-5,2.2789207419898817e-5,1.8985811280986263e-4,Kruskal-Wallis
Kininostatin,Second,log2rfu,372,21.83893088945456,2,1.81e-5,2.369269662921348e-5,1.9738513000988942e-4,Kruskal-Wallis
SMAC,Second,log2rfu,372,21.82566801357666,2,1.82e-5,2.381021897810219e-5,1.9836421501981868e-4,Kruskal-Wallis
IL-1 R AcP,Second,log2rfu,372,21.785454776261076,2,1.86e-5,2.430622546270331e-5,2.0249647172241892e-4,Kruskal-Wallis
TARC,Second,log2rfu,372,21.788056643336176,2,1.86e-5,2.430622546270331e-5,2.0249647172241892e-4,Kruskal-Wallis
Caspase-3,Second,log2rfu,372,21.770083935854473,2,1.87e-5,2.4423206278026906e-5,2.0347104518708903e-4,Kruskal-Wallis
Kininostatin,Third,log2rfu,326,21.684433012886302,2,1.96e-5,2.5584313725490195e-5,2.131442937860013e-4,Kruskal-Wallis
CD30,Second,log2rfu,372,21.634544243127266,2,2.01e-5,2.6222284434490484e-5,2.1845926207809745e-4,Kruskal-Wallis
sRANKL,Second,log2rfu,372,21.582481319644558,2,2.06e-5,2.6844519015659954e-5,2.2364313184281413e-4,Kruskal-Wallis
Antithrombin III,Third,log2rfu,326,21.583172206648896,2,2.06e-5,2.6844519015659954e-5,2.2364313184281413e-4,Kruskal-Wallis
PCSK9,Second,log2rfu,372,21.495308388485455,2,2.15e-5,2.8001676914477364e-5,2.332834765395177e-4,Kruskal-Wallis
IDS,Third,log2rfu,326,21.48654657245754,2,2.16e-5,2.8100502512562813e-5,2.34106797912837e-4,Kruskal-Wallis
CDK2/cyclin A,Second,log2rfu,372,21.48383388026423,2,2.16e-5,2.8100502512562813e-5,2.34106797912837e-4,Kruskal-Wallis
C7,Second,log2rfu,372,21.405195955626823,2,2.25e-5,2.925502232142857e-5,2.437251645402548e-4,Kruskal-Wallis
COX-2,Second,log2rfu,372,21.20139723881357,2,2.49e-5,3.235750139431121e-5,2.69572084573782e-4,Kruskal-Wallis
IL-1 sRI,Second,log2rfu,372,21.084247031848463,2,2.64e-5,3.428762541806021e-5,2.856520516338909e-4,Kruskal-Wallis
Survivin,Second,log2rfu,372,20.91126841471214,2,2.88e-5,3.738384401114206e-5,3.114468152734567e-4,Kruskal-Wallis
Cadherin-2,Second,log2rfu,372,20.883726326578653,2,2.92e-5,3.7881959910913145e-5,3.155966456272999e-4,Kruskal-Wallis
EPHB2,Second,log2rfu,372,20.655273517504156,2,3.27e-5,4.2375417130144614e-5,3.5303187941652865e-4,Kruskal-Wallis
IMB1,Second,log2rfu,372,20.65516017642176,2,3.27e-5,4.2375417130144614e-5,3.5303187941652865e-4,Kruskal-Wallis
OLR1,Second,log2rfu,372,20.63501106397507,2,3.3e-5,4.274041133963313e-5,3.56072665808227e-4,Kruskal-Wallis
TAK1-TAB1,Third,log2rfu,326,20.503783130992247,2,3.53e-5,4.569388888888889e-5,3.806782461338672e-4,Kruskal-Wallis
C6,Third,log2rfu,326,20.442636409737815,2,3.64e-5,4.709161576901721e-5,3.923227839536892e-4,Kruskal-Wallis
PSME3,Second,log2rfu,372,20.422344975574106,2,3.68e-5,4.75826859045505e-5,3.9641391566668703e-4,Kruskal-Wallis
sICAM-1,Third,log2rfu,326,20.3999027527683,2,3.72e-5,4.807321131447588e-5,4.0050050924134547e-4,Kruskal-Wallis
C2,Third,log2rfu,326,20.35392446279741,2,3.8e-5,4.9079822616407984e-5,4.088866421417391e-4,Kruskal-Wallis
IL-17D,Third,log2rfu,326,20.305273193771882,2,3.9e-5,5.034349030470914e-5,4.194143256236215e-4,Kruskal-Wallis
PH,Third,log2rfu,326,20.193585272051223,2,4.12e-5,5.315393133997785e-5,4.428282610575323e-4,Kruskal-Wallis
IFN-lambda 1,Second,log2rfu,372,20.007906383803174,2,4.52e-5,5.828223574986165e-5,4.8555244093949145e-4,Kruskal-Wallis
SAA,Second,log2rfu,372,19.963046084619236,2,4.62e-5,5.9538716814159284e-5,4.960202522702436e-4,Kruskal-Wallis
OX40 Ligand,Second,log2rfu,372,19.937609549598847,2,4.68e-5,6.027860696517413e-5,5.021843169158453e-4,Kruskal-Wallis
Factor I,Second,log2rfu,372,19.753634267399775,2,5.14e-5,6.616685082872928e-5,5.512395932622572e-4,Kruskal-Wallis
Lysozyme,Second,log2rfu,372,19.717439665246957,2,5.23e-5,6.728823854224185e-5,5.605819346211655e-4,Kruskal-Wallis
CYTD,Third,log2rfu,326,19.699105696972765,2,5.28e-5,6.789403973509934e-5,5.656288969439297e-4,Kruskal-Wallis
PK3CG,Second,log2rfu,372,19.678369024013364,2,5.33e-5,6.849917264202979e-5,5.706702917406896e-4,Kruskal-Wallis
"Myokinase, human",Second,log2rfu,372,19.66867692556616,2,5.36e-5,6.884674751929437e-5,5.735659567386726e-4,Kruskal-Wallis
IF4G2,Second,log2rfu,372,19.585195474802504,2,5.59e-5,7.176143250688705e-5,5.978483541465083e-4,Kruskal-Wallis
TFPI,Third,log2rfu,326,19.57019613270802,2,5.63e-5,7.223513215859031e-5,6.017947714243879e-4,Kruskal-Wallis
DUS3,Third,log2rfu,326,19.549148482682085,2,5.69e-5,7.296477710511833e-5,6.078734827203368e-4,Kruskal-Wallis
Collectin Kidney 1,Second,log2rfu,372,19.42515347223116,2,6.05e-5,7.753850385038504e-5,6.459774462485335e-4,Kruskal-Wallis
SREC-I,Third,log2rfu,326,19.412737390157076,2,6.09e-5,7.800824628916989e-5,6.498908957727376e-4,Kruskal-Wallis
Lactoferrin,Second,log2rfu,372,19.319535898171353,2,6.38e-5,8.167802197802198e-5,6.804639944278758e-4,Kruskal-Wallis
CNDP1,Second,log2rfu,372,19.258096844594093,2,6.58e-5,8.419220208676552e-5,7.014097641475084e-4,Kruskal-Wallis
BAFF Receptor,Second,log2rfu,372,19.20777118408364,2,6.75e-5,8.631997804610318e-5,7.191363801143852e-4,Kruskal-Wallis
AMHR2,Third,log2rfu,326,19.144731743309194,2,6.96e-5,8.895666483817882e-5,7.411027596022943e-4,Kruskal-Wallis
Ficolin-3,Second,log2rfu,372,19.048222295449023,2,7.31e-5,9.337883771929824e-5,7.779441197364421e-4,Kruskal-Wallis
sL-Selectin,Second,log2rfu,372,19.016470778595703,2,7.42e-5,9.473205479452055e-5,7.892178439774815e-4,Kruskal-Wallis
PLK-1,Second,log2rfu,372,19.007644255199693,2,7.46e-5,9.519058050383352e-5,7.930378463251257e-4,Kruskal-Wallis
Cytidylate kinase,Third,log2rfu,326,18.99584613401396,2,7.5e-5,9.564860426929392e-5,7.968536669515354e-4,Kruskal-Wallis
FGF-17,Third,log2rfu,326,18.91689361644478,2,7.8e-5,9.942013129102844e-5,8.282744614339571e-4,Kruskal-Wallis
Eotaxin,Second,log2rfu,372,18.905163709213866,2,7.85e-5,1.0000273373428101e-4,0.00083312815372593935,Kruskal-Wallis
Carbonic anhydrase XIII,Second,log2rfu,372,18.898097856385675,2,7.88e-5,1.0027525942108139e-4,8.353985798813901e-4,Kruskal-Wallis
Hat1,Third,log2rfu,326,18.8964024529821,2,7.88e-5,1.0027525942108139e-4,8.353985798813901e-4,Kruskal-Wallis
ERBB2,Second,log2rfu,372,18.84480030645136,2,8.09e-5,1.0289137554585152e-4,8.571935840335141e-4,Kruskal-Wallis
MP2K4,Third,log2rfu,326,18.679837463186573,2,8.78e-5,1.116061102018549e-4,9.297965072041898e-4,Kruskal-Wallis
Cytochrome P450 3A4,Second,log2rfu,372,18.660660779056798,2,8.87e-5,1.1268865866957471e-4,9.388152767172983e-4,Kruskal-Wallis
CLC7A,Third,log2rfu,326,18.446243370030743,2,9.87e-5,1.25324795640327e-4,0.0010440876134980486,Kruskal-Wallis
Spondin-1,Second,log2rfu,372,18.43013055612687,2,9.95e-5,1.2627178649237474e-4,0.001051977045223568,Kruskal-Wallis
Lymphotoxin b R,Second,log2rfu,372,18.38155031819838,2,1.02e-4,1.293739793140991e-4,0.0010778215804832984,Kruskal-Wallis
FUT5,Second,log2rfu,372,18.279788501638222,2,1.07e-4,1.3556824361065796e-4,0.0011294263295174095,Kruskal-Wallis
NAGK,Third,log2rfu,326,18.289902195513605,2,1.07e-4,1.3556824361065796e-4,0.0011294263295174095,Kruskal-Wallis
ARGI1,Third,log2rfu,326,18.20254401439297,2,1.12e-4,1.4182608695652174e-4,0.0011815607590310942,Kruskal-Wallis
ASGR1,Second,log2rfu,372,18.178666790510533,2,1.13e-4,1.4293702497285556e-4,0.001190816043400734,Kruskal-Wallis
MMP-10,Second,log2rfu,372,18.184558963245536,2,1.13e-4,1.4293702497285556e-4,0.001190816043400734,Kruskal-Wallis
Elafin,Second,log2rfu,372,18.10717244012426,2,1.17e-4,1.478362255965293e-4,0.001231631547316654,Kruskal-Wallis
Kallikrein 7,Second,log2rfu,372,18.11003510017963,2,1.17e-4,1.478362255965293e-4,0.001231631547316654,Kruskal-Wallis
LAG-1,Second,log2rfu,372,18.042441531017175,2,1.21e-4,1.5280758807588075e-4,0.0012730482355336953,Kruskal-Wallis
Coactosin-like protein,Second,log2rfu,372,18.015895963717412,2,1.22e-4,1.5390362750406061e-4,0.0012821793989640537,Kruskal-Wallis
HSP 70,Third,log2rfu,326,18.023629680642898,2,1.22e-4,1.5390362750406061e-4,0.0012821793989640537,Kruskal-Wallis
TECK,Third,log2rfu,326,17.982852699982914,2,1.24e-4,1.5634199134199135e-4,0.0013024935392535097,Kruskal-Wallis
HPLN1,Third,log2rfu,326,17.982350318801423,2,1.25e-4,1.5751757706868578e-4,0.00131228740717546,Kruskal-Wallis
PSA,Second,log2rfu,372,17.930381101730973,2,1.28e-4,1.612108108108108e-4,0.0013430559361341857,Kruskal-Wallis
p60-Src,Third,log2rfu,326,17.905288961705878,2,1.29e-4,1.6238249594813613e-4,0.0013528173080362953,Kruskal-Wallis
MCP-1,Third,log2rfu,326,17.87761183815701,2,1.31e-4,1.648110151187905e-4,0.0013730494318731437,Kruskal-Wallis
Bone proteoglycan II,Second,log2rfu,372,17.863872874629124,2,1.32e-4,1.6597949271451702e-4,0.001382784081573665,Kruskal-Wallis
TGF-b2,Third,log2rfu,326,17.840445770248152,2,1.34e-4,1.6840345199568501e-4,0.001402978216725933,Kruskal-Wallis
Rb,Second,log2rfu,372,17.81160883272014,2,1.36e-4,1.7082479784366576e-4,0.0014231505792257461,Kruskal-Wallis
Oxidized PARK7,Second,log2rfu,372,17.77269253118925,2,1.38e-4,1.732435344827586e-4,0.0014433012042659684,Kruskal-Wallis
NANOG,Second,log2rfu,372,17.716250910389135,2,1.42e-4,1.7816908992999463e-4,0.0014843362716345694,Kruskal-Wallis
C5a,Third,log2rfu,326,17.703103405943466,2,1.43e-4,1.793272335844995e-4,0.001493984828714927,Kruskal-Wallis
SLAF5,Third,log2rfu,326,17.590959415237307,2,1.51e-4,1.8925766541151156e-4,0.0015767157904076656,Kruskal-Wallis
Myeloperoxidase,Third,log2rfu,326,17.57160365475295,2,1.53e-4,1.9166129032258065e-4,0.0015967405188288865,Kruskal-Wallis
IL-18 Ra,Second,log2rfu,372,17.550139598615488,2,1.55e-4,1.9406233207952713e-4,0.0016167437268541686,Kruskal-Wallis
Macrophage mannose receptor,Third,log2rfu,326,17.431433858265564,2,1.64e-4,2.052201933404941e-4,0.0017097004691826328,Kruskal-Wallis
Protein disulfide-isomerase,Second,log2rfu,372,17.397806562875303,2,1.67e-4,2.0886205045625336e-4,0.0017400409767036394,Kruskal-Wallis
41,Second,log2rfu,372,17.359172169024305,2,1.7e-4,2.1250000000000002e-4,0.0017703489300320274,Kruskal-Wallis
Cathepsin D,Third,log2rfu,326,17.240687540580893,2,1.8e-4,2.248793565683646e-4,0.0018734820154686824,Kruskal-Wallis
BMP10,Second,log2rfu,372,17.233121076811813,2,1.81e-4,2.2600750267952842e-4,0.0018828806614019466,Kruskal-Wallis
MPIF-1,Third,log2rfu,326,17.14441813041458,2,1.89e-4,2.3574411134903643e-4,0.0019639968719440833,Kruskal-Wallis
Tropomyosin 1 alpha chain,Third,log2rfu,326,17.14922624694816,2,1.89e-4,2.3574411134903643e-4,0.0019639968719440833,Kruskal-Wallis
Cytochrome c,Third,log2rfu,326,17.13022321891833,2,1.91e-4,2.3811128945960407e-4,0.0019837179601099124,Kruskal-Wallis
sTie-2,Second,log2rfu,372,17.11243200150443,2,1.92e-4,2.392299465240642e-4,0.0019930375522846876,Kruskal-Wallis
SLPI,Third,log2rfu,326,17.0064267110198,2,2.03e-4,2.5280064136825226e-4,0.0021060957409773915,Kruskal-Wallis
PAPP-A,Second,log2rfu,372,16.99676407198558,2,2.04e-4,2.539102564102564e-4,0.00211534000357673,Kruskal-Wallis
Calpastatin,Second,log2rfu,372,16.913578213342134,2,2.12e-4,2.6372664175120127e-4,0.0021971208378596657,Kruskal-Wallis
TLR4:MD-2 complex,Second,log2rfu,372,16.880577195843443,2,2.16e-4,2.685592315901814e-4,0.0022373814037454165,Kruskal-Wallis
PSA2,Third,log2rfu,326,16.811511583425954,2,2.24e-4,2.783573333333333e-4,0.0023190099163916938,Kruskal-Wallis
BMPR1A,Third,log2rfu,326,16.790910756705898,2,2.26e-4,2.8069296375266527e-4,0.0023384681790449384,Kruskal-Wallis
C1s,Second,log2rfu,372,16.72980266380341,2,2.33e-4,2.8923281832711776e-4,0.002409614166849697,Kruskal-Wallis
NCAM1,Second,log2rfu,372,16.631666831955954,2,2.45e-4,3.0380521554018095e-4,0.002531017591857453,Kruskal-Wallis
ADAMTS-5,Third,log2rfu,326,16.62928677961372,2,2.45e-4,3.0380521554018095e-4,0.002531017591857453,Kruskal-Wallis
Midkine,Third,log2rfu,326,16.574089792867312,2,2.52e-4,3.123191489361702e-4,0.002601947628930175,Kruskal-Wallis
GDF2,Third,log2rfu,326,16.537738797260204,2,2.56e-4,3.171079213184476e-4,0.002641843149227266,Kruskal-Wallis
Dtk,Third,log2rfu,326,16.51896538889605,2,2.59e-4,3.20653560042508e-4,0.002671382056151597,Kruskal-Wallis
PFD5,Third,log2rfu,326,16.491572521113767,2,2.62e-4,3.241954328199682e-4,0.002700889588772238,Kruskal-Wallis
Cathepsin D,Second,log2rfu,372,16.37812082509481,2,2.78e-4,3.4381104033970273e-4,0.002864308270111016,Kruskal-Wallis
ISM1,Second,log2rfu,372,16.330781445007233,2,2.84e-4,3.510450928381963e-4,0.002924575550583974,Kruskal-Wallis
ISM1,Third,log2rfu,326,16.328872232389017,2,2.85e-4,3.520943796394485e-4,0.0029333172153646497,Kruskal-Wallis
ROBO2,Second,log2rfu,372,16.30180748211251,2,2.88e-4,3.556120826709062e-4,0.0029626233885312924,Kruskal-Wallis
CRDL1,Third,log2rfu,326,16.266229275257388,2,2.94e-4,3.6282838983050847e-4,0.0030227428316314535,Kruskal-Wallis
FGF-20,Third,log2rfu,326,16.232514890502216,2,2.99e-4,3.688035997882477e-4,0.0030725226271862793,Kruskal-Wallis
PBP,Second,log2rfu,372,16.159977040225613,2,3.1e-4,3.821693121693122e-4,0.003183873095953024,Kruskal-Wallis
Granzyme H,Second,log2rfu,372,16.13355838904613,2,3.14e-4,3.8689582231623475e-4,0.003223249906218388,Kruskal-Wallis
EphB6,Second,log2rfu,372,16.070997872320277,2,3.24e-4,3.9900634249471464e-4,0.003324143301230638,Kruskal-Wallis
PDE4D,Third,log2rfu,326,16.06153818221287,2,3.25e-4,3.9981520591341076e-4,0.003330881985879253,Kruskal-Wallis
MIS,Third,log2rfu,326,16.066057252544283,2,3.25e-4,3.9981520591341076e-4,0.003330881985879253,Kruskal-Wallis
XPNPEP1,Second,log2rfu,372,16.042786842055875,2,3.28e-4,4.0329287598944594e-4,0.0033598546423409628,Kruskal-Wallis
LBP,Second,log2rfu,372,15.945578434189429,2,3.45e-4,4.2397151898734175e-4,0.003532129529427265,Kruskal-Wallis
ATS15,Third,log2rfu,326,15.93582784656246,2,3.46e-4,4.249762783342119e-4,0.0035405002335904237,Kruskal-Wallis
TPSB2,Second,log2rfu,372,15.917350031705837,2,3.5e-4,4.296628029504742e-4,0.0035795439222490997,Kruskal-Wallis
CAPG,Second,log2rfu,372,15.893797144880637,2,3.54e-4,4.343443917851501e-4,0.0036185464906458922,Kruskal-Wallis
FGF-16,Second,log2rfu,372,15.851777360844608,2,3.61e-4,4.4246712256707e-4,0.003686217397698645,Kruskal-Wallis
IgE,Third,log2rfu,326,15.8540489861806,2,3.61e-4,4.4246712256707e-4,0.003686217397698645,Kruskal-Wallis
Hemopexin,Third,log2rfu,326,15.81686635425956,2,3.68e-4,4.508096740273396e-4,0.00375571964264653,Kruskal-Wallis
Thrombospondin-1,Second,log2rfu,372,15.80381696151835,2,3.7e-4,4.530215449290594e-4,0.0037741468581017233,Kruskal-Wallis
Kallikrein 4,Third,log2rfu,326,15.785502592770627,2,3.73e-4,4.564548319327732e-4,0.0038027497568006293,Kruskal-Wallis
PACAP-27,Third,log2rfu,326,15.661840538282831,2,3.97e-4,4.8556955380577423e-4,0.004045306070758501,Kruskal-Wallis
C3b,Second,log2rfu,372,15.657502376452157,2,3.98e-4,4.865372507869885e-4,0.004053368006359854,Kruskal-Wallis
BTG,Third,log2rfu,326,15.63308500815856,2,4.03e-4,4.921331236897274e-4,0.004099987524505545,Kruskal-Wallis
Cadherin E,Third,log2rfu,326,15.634375953635299,2,4.03e-4,4.921331236897274e-4,0.004099987524505545,Kruskal-Wallis
IL-6 sRa,Third,log2rfu,326,15.628019409223498,2,4.04e-4,4.930958617077003e-4,0.004108008146717401,Kruskal-Wallis
IDUA,Third,log2rfu,326,15.610755784031426,2,4.08e-4,4.977172774869109e-4,0.0041465094101525,Kruskal-Wallis
3HIDH,Second,log2rfu,372,15.605618636176814,2,4.09e-4,4.98676085818943e-4,0.004154497293939412,Kruskal-Wallis
LAG-1,Third,log2rfu,326,15.59085466811166,2,4.12e-4,5.020711297071129e-4,0.004182781587185687,Kruskal-Wallis
TRAIL R1,Second,log2rfu,372,15.554819845936208,2,4.19e-4,5.103345530580241e-4,0.004251624611598333,Kruskal-Wallis
"Kininogen, HMW",Third,log2rfu,326,15.47333793196492,2,4.37e-4,5.319801462904912e-4,0.00443195521309954,Kruskal-Wallis
OPG,Second,log2rfu,372,15.436062236871749,2,4.45e-4,5.414360313315927e-4,0.004510732699993752,Kruskal-Wallis
CATZ,Second,log2rfu,372,15.422884640312077,2,4.48e-4,5.448016701461378e-4,0.004538772017990007,Kruskal-Wallis
GSK-3 alpha/beta,Third,log2rfu,326,15.387815129982073,2,4.56e-4,5.542410015649452e-4,0.0046174115957664935,Kruskal-Wallis
Cyclin B1,Second,log2rfu,372,15.364333236165521,2,4.61e-4,5.597342365815528e-4,0.004663176032162097,Kruskal-Wallis
Apo E2,Third,log2rfu,326,15.363716461541799,2,4.61e-4,5.597342365815528e-4,0.004663176032162097,Kruskal-Wallis
PIGR,Second,log2rfu,372,15.249363805710573,2,4.88e-4,5.919000520562207e-4,0.004931151171028854,Kruskal-Wallis
ARP19,Second,log2rfu,372,15.249280892223396,2,4.88e-4,5.919000520562207e-4,0.004931151171028854,Kruskal-Wallis
HMGR,Third,log2rfu,326,15.19628781772792,2,5.01e-4,6.073517169614984e-4,0.00505987982247484,Kruskal-Wallis
